trial,learning_rate,max_depth,min_child_weight,reg_alpha,reg_lambda,MSE_train,MSE_test,MSE_train_uncensored,MSE_test_uncensored,RMSE_train,RMSE_test,RMSE_train_uncensored,RMSE_test_uncensored,R2_train,R2_test,R2_train_uncensored,R2_test_uncensored,MAE_train,MAE_test,MAE_train_uncensored,MAE_test_uncensored,MedianAE_train,MedianAE_test,MedianAE_train_uncensored,MedianAE_test_uncensored,PredIn90_train,PredIn90_test,PredIn90_train_uncensored,PredIn90_test_uncensored,PredIn180_train,PredIn180_test,PredIn180_train_uncensored,PredIn180_test_uncensored,PredIn360_train,PredIn360_test,PredIn360_train_uncensored,PredIn360_test_uncensored,Cindex_train,Cindex_test,Cindex_train_uncensored,Cindex_test_uncensored,test_fold,best_trial,best_value,elapsed_time,dataset,method,n_features,n_patients,processed,n_estimators,alpha,beta,is_best_trial
0,0.9889724780174297,10,2.8763955214376113,14.358772473434621,0.0258764101542105,55.17778778076172,753582.6875,23.945541381835938,411457.4375,7.428175449371338,868.0914306640625,4.893418312072754,641.449462890625,0.9998909831047058,-0.06110095977783203,0.9998974204063416,-0.030733227729797363,4.306418418884277,540.9306640625,3.1177337169647217,379.05108642578125,2.408416748046875,308.4607238769531,2.0281982421875,237.97552490234375,1.0,0.1677814938684504,1.0,0.2376599634369287,1.0,0.32831661092530656,1.0,0.42413162705667273,1.0,0.5574136008918618,1.0,0.6563071297989032,0.9952457444507846,0.6546923498549457,0.9965632493381014,0.6659852272879606,IDPP,0,284.0669008709318,6902.222110033035,rawfeatures,XGBoostMAEPOReg,202,8584,2024-11-29 21:32:46,50.0,5318.467494773384,76.0050493128347,True
1,0.29489758520048526,4,0.291732882915941,5.192089041374387,0.07022834985764341,39105.98828125,733953.0,22616.89453125,335269.96875,197.75233459472656,856.7105712890625,150.38914489746094,579.0250244140625,0.9227501749992371,-0.03346097469329834,0.9031292796134949,0.1601223349571228,112.419189453125,481.4621276855469,89.45223236083984,318.9613037109375,64.76536560058594,261.19720458984375,56.188323974609375,169.1055908203125,0.6150220913107511,0.20122630992196208,0.6757269279393173,0.27056672760511885,0.8237113402061855,0.3851727982162765,0.8735777496839444,0.5228519195612431,0.9471281296023564,0.6153846153846154,0.9721871049304678,0.7641681901279708,0.904076915594257,0.7007417274248147,0.9067931450670542,0.717840529780018,IDPP,0,284.0669008709318,6902.222110033035,rawfeatures,XGBoostMAEPOReg,202,8584,2024-11-29 21:32:46,30.0,298.34549048893894,14.457314723643993,False
2,0.578376429437093,4,5.934124815342514,6.295546558422284,0.025664790016446153,35480.453125,644572.4375,21177.041015625,317565.90625,188.36256408691406,802.8526611328125,145.52333068847656,563.5298461914062,0.9299120306968689,0.09239351749420166,0.9092963337898254,0.20447248220443726,111.43175506591797,483.7884826660156,90.6263427734375,319.1529235839844,69.32368469238281,272.6945495605469,59.788360595703125,173.31292724609375,0.5977908689248895,0.2028985507246377,0.661188369152971,0.2943327239488117,0.8315169366715759,0.36789297658862874,0.8754740834386852,0.5100548446069469,0.9549337260677467,0.600891861761427,0.9734513274336283,0.7495429616087751,0.9021525709605612,0.6839651371934433,0.9014195204876441,0.6981346434843224,IDPP,0,284.0669008709318,6902.222110033035,rawfeatures,XGBoostMAEPOReg,202,8584,2024-11-29 21:32:46,50.0,1211.1570825917515,174.79854309911977,False
3,0.05945392435662629,8,6.671566987675909,1.1469815928006895,60.031476336384145,102416.734375,548202.0,31459.796875,259869.890625,320.0261535644531,740.4066162109375,177.3690948486328,509.77435302734375,0.7976863384246826,0.22809040546417236,0.8652541637420654,0.34900546073913574,124.61067962646484,452.0154113769531,96.06211853027344,288.42950439453125,49.9884033203125,262.16259765625,53.2806396484375,180.54339599609375,0.6645066273932253,0.19899665551839466,0.6883691529709229,0.2742230347349177,0.8270986745213549,0.3690078037904125,0.8647281921618205,0.4990859232175503,0.938880706921944,0.6159420289855072,0.9664981036662452,0.7861060329067642,0.9125244380868507,0.7016547327896155,0.9048806821637922,0.7380960360336206,IDPP,0,284.0669008709318,6902.222110033035,rawfeatures,XGBoostMAEPOReg,202,8584,2024-11-29 21:32:46,60.0,5131.044082788639,25.847831413807317,False
4,0.14788358377825098,12,4.037000686156782,0.04585817723633227,51.29019161911274,35181.421875,557594.875,10380.5517578125,271112.75,187.56710815429688,746.7227783203125,101.88499450683594,520.6848754882812,0.9305027723312378,0.21486449241638184,0.9555389285087585,0.3208412528038025,72.0035400390625,461.51129150390625,55.957096099853516,297.5057373046875,28.33868408203125,263.8374328613281,29.577789306640625,173.4573974609375,0.7992636229749632,0.19230769230769232,0.8293299620733249,0.26691042047531993,0.9191458026509572,0.3729096989966555,0.9456384323640961,0.5173674588665448,0.9712812960235641,0.596989966555184,0.988621997471555,0.7714808043875686,0.9453412169233588,0.6928556630285398,0.9393434317564084,0.731242543265815,IDPP,0,284.0669008709318,6902.222110033035,rawfeatures,XGBoostMAEPOReg,202,8584,2024-11-29 21:32:46,40.0,1788.2832527607136,1506.5860993249594,False
0,0.8844730302937517,10,7.534330096870638,0.2486528079375972,0.12014662261383692,6619.99853515625,1306712.375,4024.8232421875,822176.1875,81.36337280273438,1143.115234375,63.44149398803711,906.7393188476562,0.994436502456665,-6.235213279724121,0.9915373921394348,-5.804724216461182,54.873634338378906,861.353271484375,45.69398498535156,687.4386596679688,37.6590576171875,659.61474609375,32.241973876953125,550.0745849609375,0.8293743726998997,0.07184986595174263,0.8705114254624592,0.08429752066115702,0.9652057544329207,0.1445933869526363,0.985854189336235,0.17107438016528925,0.9929742388758782,0.2872207327971403,0.9978237214363439,0.34049586776859503,0.960935266402754,0.6582630579589448,0.954542219100857,0.6253732609665509,PROACT,3,561.2337143045158,6902.222110033035,rawfeatures,XGBoostMAEPOReg,202,8584,2024-11-29 21:32:46,90.0,192.43034993057083,7843.684950031122,False
1,0.6668070828402636,10,1.2359851322384146,62.799622746789765,0.6304469295312833,345.1114807128906,1085500.25,189.5858612060547,823252.625,18.577177047729492,1041.8734130859375,13.769018173217773,907.3327026367188,0.999709963798523,-5.01037073135376,0.9996013641357422,-5.813633441925049,11.41213607788086,783.5477294921875,8.775835990905762,696.3712768554688,6.75927734375,599.3017578125,5.35052490234375,555.7102661132812,0.9949815991970559,0.08346738159070599,1.0,0.09338842975206611,1.0,0.16639857015192136,1.0,0.17520661157024794,1.0,0.32475424486148347,1.0,0.35702479338842974,0.9916732614967382,0.626679615617781,0.9913919918000892,0.603512690188608,PROACT,3,561.2337143045158,6902.222110033035,rawfeatures,XGBoostMAEPOReg,202,8584,2024-11-29 21:32:46,60.0,167.65264451568498,51.41394643250001,False
2,0.9043457253566313,8,0.12841623760847382,2.941573161810305,0.202572089167864,378.52386474609375,3034080.75,238.66134643554688,2725619.25,19.455690383911133,1741.861328125,15.448668479919434,1650.9449462890625,0.9996818900108337,-15.799581527709961,0.999498188495636,-21.55853271484375,12.422054290771484,1268.603515625,9.90746784210205,1219.55712890625,7.739990234375,891.45458984375,6.21728515625,902.0232543945312,0.9946470391435263,0.05737265415549598,0.9978237214363439,0.05619834710743802,1.0,0.11796246648793565,1.0,0.12148760330578512,1.0,0.2287756925826631,1.0,0.22644628099173553,0.9906023671481565,0.6311637187482189,0.9898023100211641,0.6556008988370406,PROACT,3,561.2337143045158,6902.222110033035,rawfeatures,XGBoostMAEPOReg,202,8584,2024-11-29 21:32:46,60.0,4548.061177879579,117.98024128079854,False
3,0.9094497994106012,10,0.2566303041809072,52.20942797771148,5.802132870760368,240.55917358398438,829752.8125,126.36930084228516,527196.375,15.509969711303711,910.90771484375,11.241410255432129,726.0828857421875,0.9997978210449219,-3.5943074226379395,0.9997342824935913,-3.3633298873901367,8.850075721740723,686.2603759765625,6.928125381469727,554.6104125976562,4.75494384765625,539.9873046875,4.2750244140625,434.8507080078125,0.9969889595182335,0.09294012511170688,0.998911860718172,0.11322314049586776,1.0,0.18302055406613046,1.0,0.2256198347107438,1.0,0.35102770330652366,1.0,0.4256198347107438,0.9933853032830154,0.6800944867443941,0.993069461975761,0.6880523646475677,PROACT,3,561.2337143045158,6902.222110033035,rawfeatures,XGBoostMAEPOReg,202,8584,2024-11-29 21:32:46,100.0,32.886793022793,25.787381713852785,True
4,0.9332695084067919,10,0.7534017099484186,10.516039540919325,10.363459483491251,427.8998107910156,902556.1875,206.20814514160156,562616.875,20.685739517211914,950.0296020507812,14.359949111938477,750.0779418945312,0.9996404051780701,-3.9974164962768555,0.9995664358139038,-3.656486988067627,11.174836158752441,723.56103515625,8.294230461120605,544.3125610351562,5.7158203125,572.2078247070312,4.74432373046875,410.18109130859375,0.990632318501171,0.08150134048257372,0.9978237214363439,0.13305785123966943,1.0,0.16496872207327973,1.0,0.2545454545454545,1.0,0.3249329758713137,1.0,0.4553719008264463,0.9918667372306016,0.7107032714631135,0.9919661753679995,0.724547776035209,PROACT,3,561.2337143045158,6902.222110033035,rawfeatures,XGBoostMAEPOReg,202,8584,2024-11-29 21:32:46,100.0,1363.2461375504056,23.594614493955564,False
