trial,learning_rate,max_depth,min_child_weight,reg_alpha,reg_lambda,MSE_train,MSE_test,MSE_train_uncensored,MSE_test_uncensored,RMSE_train,RMSE_test,RMSE_train_uncensored,RMSE_test_uncensored,R2_train,R2_test,R2_train_uncensored,R2_test_uncensored,MAE_train,MAE_test,MAE_train_uncensored,MAE_test_uncensored,MedianAE_train,MedianAE_test,MedianAE_train_uncensored,MedianAE_test_uncensored,PredIn90_train,PredIn90_test,PredIn90_train_uncensored,PredIn90_test_uncensored,PredIn180_train,PredIn180_test,PredIn180_train_uncensored,PredIn180_test_uncensored,PredIn360_train,PredIn360_test,PredIn360_train_uncensored,PredIn360_test_uncensored,Cindex_train,Cindex_test,Cindex_train_uncensored,Cindex_test_uncensored,test_fold,best_trial,best_value,elapsed_time,dataset,method,n_features,n_patients,processed,alpha,is_best_trial
0,0.0291732882915941,10.0,2.1951183484005847,2.7289119277850395,4.966574276875349,6165410.6413516225,3678086.633422699,351692.62459194777,171366.2347107438,2483.024494714384,1917.8338388459774,593.036781820443,413.96405002215323,-1.7396111411169324,-4.273116671619004,0.2605279329436858,-0.4183091384120978,1872.5289394446304,1657.3004468275246,403.4820457018498,335.8710743801653,1607.0,1705.0,316.0,298.5,0.03680160588825694,0.03342269883824844,0.11969532100108814,0.15454545454545454,0.08062897290063567,0.06380697050938337,0.2611534276387378,0.2950413223140496,0.17330210772833723,0.13029490616621983,0.5549510337323177,0.6008264462809917,0.29830409722208223,0.3368272616839374,0.7780922869589151,0.6826864388919452,PROACT,1,0.790139551184385,152.77424383163452,encals,XGBoostCox,7,8584,2024-11-28 21:41:56,,False
1,0.06282891966590957,8.0,1.5526128915675206,5.934124815342514,7.027607764207218,6463247.350953496,3792505.1188561213,350637.85854189337,187923.68429752067,2542.291751737691,1947.4355236710974,592.1468217780903,433.50165431924324,-1.8719554106755973,-4.437153597122014,0.2627456935015011,-0.5553465314397392,1902.7822014051521,1676.207327971403,417.06637649619154,355.0198347107438,1570.0,1717.0,347.0,316.0,0.035797925727668115,0.029490616621983913,0.11643090315560392,0.13636363636363635,0.07494145199063232,0.05719392314566577,0.24156692056583243,0.2644628099173554,0.1642689862830378,0.12421805183199285,0.5255712731229597,0.5727272727272728,0.30467437291268634,0.334288402093914,0.7713610523218845,0.6928380423745282,PROACT,1,0.790139551184385,152.77424383163452,encals,XGBoostCox,7,8584,2024-11-28 21:41:56,,True
2,0.11131108453954758,8.0,6.974561561504676,4.200374768316336,0.5945392435662629,6936891.207761793,3774245.5302949063,373851.4722524483,230886.64380165288,2633.79786767356,1942.7417559456806,611.4339475793345,480.50665323349364,-2.0824198975551176,-4.410975600121044,0.2139365410937486,-0.910928587501098,1965.152224824356,1669.465236818588,453.62894450489665,399.75123966942147,1576.0,1693.0,398.0,373.5,0.0274339243894279,0.02198391420911528,0.08922742110990206,0.10165289256198347,0.0625627300100368,0.048793565683646116,0.20130576713819368,0.2256198347107438,0.1445299431247909,0.1065236818588025,0.4548422198041349,0.48512396694214877,0.2870056948983361,0.3570130484317548,0.783766501845929,0.6885641872011518,PROACT,1,0.790139551184385,152.77424383163452,encals,XGBoostCox,7,8584,2024-11-28 21:41:56,,False
3,0.5405374418563564,10.0,5.1974022093772545,9.451488084309052,5.906894900969729,6471219.943793911,3779675.912957998,404685.9597388466,230100.37603305784,2543.859261789832,1944.1388615420449,636.1493218882235,479.68779016466306,-1.8754980464284694,-4.418760909225462,0.1491036711276975,-0.9044210583876784,1892.9013047842088,1663.386416443253,469.24156692056584,400.5380165289256,1474.0,1671.0,409.0,361.0,0.03245232519237203,0.02162645218945487,0.10554951033732318,0.1,0.06022080963532954,0.045218945487042,0.19368879216539717,0.20909090909090908,0.13917698226831715,0.10920464700625558,0.4385201305767138,0.49669421487603305,0.2959957179059673,0.34253049467776064,0.7641920620308066,0.6849622701930419,PROACT,1,0.790139551184385,152.77424383163452,encals,XGBoostCox,7,8584,2024-11-28 21:41:56,,False
4,0.9043678961350047,4.0,1.4788358377825097,8.093173758224285,4.037000686156782,5654733.103379057,3204136.435210009,543115.8258977149,269641.7867768595,2377.9682721556774,1790.0101774040306,736.9639244208056,519.2704370334012,-1.5126906724032545,-3.59363439161985,-0.14196020713701318,-1.2316847360795133,1752.9742388758782,1533.9151027703306,555.7127312295974,438.9867768595041,1306.0,1490.0,469.0,410.0,0.018066242890598862,0.018230563002680965,0.058759521218716,0.08429752066115702,0.04817664770826363,0.04003574620196604,0.15342763873775844,0.18512396694214875,0.11609233857477418,0.09615728328865059,0.36235038084874865,0.43305785123966944,0.30583942684991233,0.33868759131136306,0.7295203906346389,0.6647165406269415,PROACT,1,0.790139551184385,152.77424383163452,encals,XGBoostCox,7,8584,2024-11-28 21:41:56,,False
0,,,,,,5491359.185952091,5127687.784937238,2744435.2931132615,2397715.580645161,2343.3649280366235,2264.4398391075083,1656.6337232814203,1548.4558697764562,-16.374822079195276,-1.7346347061994938,-11.962067406470046,-3.0789850741122864,1687.6574637975368,1551.1573221757321,1023.5389869095048,1024.0913978494623,1111.0,1006.0,493.0,618.5,0.04817972662065232,0.042677824267782424,0.08366533864541832,0.06451612903225806,0.09730680741642983,0.09288702928870293,0.18725099601593626,0.12096774193548387,0.1935309243470023,0.2100418410041841,0.3762094479225953,0.3064516129032258,0.5028482407362963,0.46550200825741594,0.5631832302972734,0.5587198677225654,ArQ,1,0.7864999718444585,111.82696223258972,encals,SkSurvCoxLinear,7,8584,2024-11-28 21:41:16,0.12164941464151847,False
1,,,,,,5511438.920692922,5110976.817573221,2739323.749003984,2367579.075268817,2347.6453992655966,2260.7469600937698,1655.0902540357079,1538.6939511380479,-16.438354950877006,-1.725722620822134,-11.937925398290128,-3.0277169601590312,1691.5148193260252,1547.7179916317991,1023.4735344336938,1018.1182795698925,1112.0,998.0,493.0,616.5,0.047638381377723645,0.04100418410041841,0.08138873079112123,0.06182795698924731,0.09757748003789417,0.09205020920502092,0.18725099601593626,0.11827956989247312,0.19380159696846663,0.2125523012552301,0.37677859988616963,0.3064516129032258,0.5038536359072386,0.4665986963155769,0.5638804106908347,0.5584152815246715,ArQ,1,0.7864999718444585,111.82696223258972,encals,SkSurvCoxLinear,7,8584,2024-11-28 21:41:16,3.9959722831350617,True
2,,,,,,5487850.774665043,5129112.185774059,2745068.626636312,2397735.4139784947,2342.6162243664758,2264.7543323226164,1656.8248629943696,1548.462273992652,-16.363721362627867,-1.7353943499467888,-11.965058663664982,-3.079018814507223,1687.1170659087834,1551.4125523012551,1023.6727376209448,1024.1021505376343,1111.0,1008.0,493.0,618.5,0.04817972662065232,0.042677824267782424,0.08366533864541832,0.06451612903225806,0.09730680741642983,0.09288702928870293,0.18725099601593626,0.12096774193548387,0.19339558803627013,0.2100418410041841,0.3762094479225953,0.3064516129032258,0.5027106763631185,0.4654928925638379,0.5631942606059662,0.558741623879558,ArQ,1,0.7864999718444585,111.82696223258972,encals,SkSurvCoxLinear,7,8584,2024-11-28 21:41:16,0.0010013176560941261,False
3,,,,,,5487872.244011369,5129179.456066946,2745148.328969835,2397735.4139784947,2342.620806705893,2264.7691838390388,1656.848915553206,1548.462273992652,-16.3637892922715,-1.7354302257031415,-11.96543510067633,-3.079018814507223,1687.1255920963595,1551.4376569037656,1023.701764371087,1024.1021505376343,1111.0,1008.0,493.0,618.5,0.04817972662065232,0.042677824267782424,0.08366533864541832,0.06451612903225806,0.09730680741642983,0.09288702928870293,0.18725099601593626,0.12096774193548387,0.19339558803627013,0.2100418410041841,0.3762094479225953,0.3064516129032258,0.5027100346527278,0.4654928925638379,0.5631942606059662,0.558741623879558,ArQ,1,0.7864999718444585,111.82696223258972,encals,SkSurvCoxLinear,7,8584,2024-11-28 21:41:16,0.0324835034508668,False
4,,,,,,5487851.697929354,5129110.2912133895,2745068.3050654526,2397735.4139784947,2342.6164214248465,2264.7539140518975,1656.8247659500544,1548.462273992652,-16.36372428386332,-1.735393339563244,-11.965057144874152,-3.079018814507223,1687.1176072540263,1551.4092050209206,1023.6721684689812,1024.1021505376343,1111.0,1008.0,493.0,618.5,0.04817972662065232,0.042677824267782424,0.08366533864541832,0.06451612903225806,0.09730680741642983,0.09288702928870293,0.18725099601593626,0.12096774193548387,0.19339558803627013,0.2100418410041841,0.3762094479225953,0.3064516129032258,0.5027110430547703,0.4654921913566396,0.563194909447654,0.558741623879558,ArQ,1,0.7864999718444585,111.82696223258972,encals,SkSurvCoxLinear,7,8584,2024-11-28 21:41:16,0.005417257182767969,False
0,,,,,,4763883.081590574,3763823.498885173,2146785.830594185,2588256.52833638,2182.6321452756474,1940.0576019503062,1465.1913972564078,1608.80593246556,-8.410557016696531,-4.2997459420170685,-8.19492383716196,-5.483786463344778,1553.637113402062,1412.6516164994425,916.5891276864728,1081.1462522851918,1107.0,1032.0,479.0,639.0,0.04742268041237113,0.046822742474916385,0.08912768647281921,0.05850091407678245,0.10294550810014727,0.10089186176142698,0.19279393173198484,0.15173674588665448,0.19764359351988217,0.20066889632107024,0.3938053097345133,0.31078610603290674,0.5159307013589791,0.4677673332590901,0.5756473320762328,0.5292505060525222,IDPP,2,0.7986638108236297,111.82696223258972,encals,SkSurvCoxLinear,7,8584,2024-11-28 21:41:16,0.0028952960233492846,False
1,,,,,,4777103.394698085,3763803.788740245,2142136.3318584072,2588256.52833638,2185.6585723067737,1940.0525221602236,1463.6038848877135,1608.80593246556,-8.436672374304191,-4.299718188653865,-8.175009514015612,-5.483786463344778,1555.516642120766,1412.6471571906354,915.9563843236409,1081.1462522851918,1107.0,1032.0,479.0,639.0,0.04742268041237113,0.046822742474916385,0.08912768647281921,0.05850091407678245,0.10294550810014727,0.10089186176142698,0.19279393173198484,0.15173674588665448,0.19764359351988217,0.20066889632107024,0.3938053097345133,0.31078610603290674,0.5162585039331098,0.4677738658358059,0.5756537349652163,0.5292505060525222,IDPP,2,0.7986638108236297,111.82696223258972,encals,SkSurvCoxLinear,7,8584,2024-11-28 21:41:16,0.008536916958038761,False
2,,,,,,4772204.518851252,3763825.5105908583,2142135.3659924148,2588259.071297989,2184.5375984064117,1940.0581204156895,1463.6035549261333,1608.8067227911465,-8.426995153078401,-4.299748774649642,-8.175005377103531,-5.483792833663901,1554.8169366715758,1412.654403567447,915.9576485461441,1081.1517367458866,1107.0,1032.0,479.0,639.0,0.04742268041237113,0.046822742474916385,0.08912768647281921,0.05850091407678245,0.10294550810014727,0.10089186176142698,0.19279393173198484,0.15173674588665448,0.19764359351988217,0.20066889632107024,0.3938053097345133,0.31078610603290674,0.5161449661666575,0.4677676443341718,0.575651734062409,0.529253857393729,IDPP,2,0.7986638108236297,111.82696223258972,encals,SkSurvCoxLinear,7,8584,2024-11-28 21:41:16,0.053432271255941216,True
3,,,,,,4767285.586303388,3763855.926978818,2142141.746523388,2588304.7129798904,2183.4114560254984,1940.06595944025,1463.6057346578648,1608.8209076773867,-8.41727831191959,-4.299791603206483,-8.175032705631374,-5.483907169671957,1554.1164948453609,1412.6727982162765,915.96396965866,1081.1956124314443,1107.0,1032.0,479.0,639.0,0.04742268041237113,0.046822742474916385,0.08912768647281921,0.05850091407678245,0.10294550810014727,0.10089186176142698,0.19279393173198484,0.15173674588665448,0.19764359351988217,0.20066889632107024,0.3938053097345133,0.31078610603290674,0.516045020796801,0.4677601785322109,0.5756497331596017,0.5292337493464885,IDPP,2,0.7986638108236297,111.82696223258972,encals,SkSurvCoxLinear,7,8584,2024-11-28 21:41:16,0.09634681692624379,False
4,,,,,,4771261.976141385,3765398.794871795,2142167.246523388,2592861.5265082265,2184.3218572686087,1940.4635515442683,1463.6144459943637,1610.2364815480448,-8.425133257696007,-4.30196407698409,-8.17514192498363,-5.495322346470528,1554.6895434462444,1413.0222965440357,915.9949431099874,1082.1115173674589,1107.0,1032.0,479.0,639.0,0.04742268041237113,0.046822742474916385,0.08912768647281921,0.05850091407678245,0.10294550810014727,0.10089186176142698,0.19279393173198484,0.15173674588665448,0.19779086892488953,0.20066889632107024,0.3938053097345133,0.31078610603290674,0.5161358683804377,0.4677449358532074,0.5756341261177043,0.5292203439816615,IDPP,2,0.7986638108236297,111.82696223258972,encals,SkSurvCoxLinear,7,8584,2024-11-28 21:41:16,0.4944059287398678,False
0,,,,,,5290948.50050184,7162978.383735478,2855105.340587595,3118147.203305785,2300.206186519339,2676.374111318423,1689.705696441719,1765.8276255925393,-3.4465461448009655,-38.66111765323866,-5.003170098654864,-24.807281585124613,1663.9913014386082,1972.2046470062555,1115.588683351469,1083.2561983471073,1214.0,1304.0,549.0,441.0,0.0548678487788558,0.05379803395889187,0.08378672470076169,0.10661157024793388,0.11542321846771496,0.10813226094727435,0.18607181719260066,0.20991735537190082,0.226497156239545,0.20732797140303844,0.3754080522306855,0.4256198347107438,0.49195949803409833,0.5413781549395053,0.5794200271432232,0.5868900895278916,PROACT,0,0.7761847069577643,111.82696223258972,encals,SkSurvCoxLinear,7,8584,2024-11-28 21:41:16,0.12473047378928967,True
1,,,,,,5309118.987621278,7185539.807149241,2826594.0413492927,3134055.2099173553,2304.1525530270947,2680.5857209104956,1681.2477632250675,1770.3263004083049,-3.4618167355924703,-38.786039329739815,-4.943221985137639,-24.93894387664426,1666.7962529274005,1976.278999106345,1111.8367791077258,1085.98347107438,1221.0,1316.0,549.0,441.0,0.05520240883238541,0.053440571939231456,0.08378672470076169,0.10661157024793388,0.11542321846771496,0.10795352993744414,0.18607181719260066,0.20991735537190082,0.22582803613248578,0.20732797140303844,0.37431991294885747,0.4256198347107438,0.49248861551588,0.5418698176235932,0.5793927415604506,0.5874956549823326,PROACT,0,0.7761847069577643,111.82696223258972,encals,SkSurvCoxLinear,7,8584,2024-11-28 21:41:16,2.6674574591455764,False
2,,,,,,5294792.890933422,7163096.415728329,2855429.6746463547,3118136.5966942147,2301.041696913253,2676.3961619551633,1689.80166725162,1765.8246222924333,-3.4497769945155374,-38.66177119154417,-5.003852046356001,-24.80719379972078,1664.6560722649715,1972.2219839142092,1115.8596300326442,1083.2396694214876,1214.0,1304.0,549.0,441.0,0.0548678487788558,0.05379803395889187,0.08378672470076169,0.10661157024793388,0.11542321846771496,0.10813226094727435,0.18607181719260066,0.20991735537190082,0.2261625961860154,0.20732797140303844,0.37431991294885747,0.4256198347107438,0.49197787094686823,0.541387526339872,0.5794235861322805,0.5868955635658979,PROACT,0,0.7761847069577643,111.82696223258972,encals,SkSurvCoxLinear,7,8584,2024-11-28 21:41:16,0.01052594868979971,False
3,,,,,,5349324.454332553,7314045.510991957,2799422.780195865,3133963.2719008266,2312.860664703465,2704.449206583839,1673.1475667722393,1770.30033381368,-3.495605660770628,-39.49757014362457,-4.886091447717457,-24.93818295352991,1674.6457009033122,2002.2287756925828,1108.133841131665,1090.005785123967,1231.0,1371.0,551.0,445.5,0.05553696888591502,0.053440571939231456,0.08596300326441784,0.10578512396694215,0.11441953830712613,0.1065236818588025,0.18498367791077258,0.20826446280991737,0.22214787554366008,0.20393208221626452,0.36561479869423286,0.41983471074380163,0.4954487830409949,0.5486450842143462,0.5800665768219652,0.591953574683669,PROACT,0,0.7761847069577643,111.82696223258972,encals,SkSurvCoxLinear,7,8584,2024-11-28 21:41:16,24.580300161477677,False
4,,,,,,5294792.890933422,7163097.609830205,2855429.6746463547,3118135.880165289,2301.041696913253,2676.3963850353343,1689.80166725162,1765.824419404514,-3.4497769945155374,-38.66177780323731,-5.003852046356001,-24.807187869383775,1664.6560722649715,1972.223235031278,1115.8596300326442,1083.2388429752066,1214.0,1304.0,549.0,441.0,0.0548678487788558,0.05379803395889187,0.08378672470076169,0.10661157024793388,0.11542321846771496,0.10813226094727435,0.18607181719260066,0.20991735537190082,0.2261625961860154,0.20732797140303844,0.37431991294885747,0.4256198347107438,0.49197787094686823,0.5413883579317134,0.5794235861322805,0.5868989848396517,PROACT,0,0.7761847069577643,111.82696223258972,encals,SkSurvCoxLinear,7,8584,2024-11-28 21:41:16,0.0013706859653339878,False
0,0.4228517846555483,10.0,0.10113231069171438,3.0930924690552137,1.5528833190894193,5001854.056029232,8025538.550627615,418665.2669322709,467952.41397849465,2236.482518605775,2832.9381480412903,647.043481485032,684.0704744238672,-4.3706596606059716,-1.5862956319335306,-0.9773712371144292,0.20392104575660563,1843.7693869265124,2008.097071129707,580.2504268639727,514.6720430107526,1596.0,1274.0,557.0,424.0,0.0039247530112329135,0.018410041841004185,0.016505406943653957,0.05913978494623656,0.012586276898091758,0.05355648535564853,0.05293113261240751,0.17204301075268819,0.05278116118554608,0.1322175732217573,0.20944792259533296,0.41397849462365593,0.254809515582116,0.34297572226779116,0.6476075909286741,0.7063281408638645,ArQ,1,0.8730300808945002,213.61578702926636,classes,XGBoostCox,16,8584,2024-11-28 21:41:36,,False
1,0.10141520882110981,4.0,3.5210511977261727,4.027997994883632,5.434285666633234,5373150.012315604,8578001.072803346,214586.7000569152,360671.8951612903,2318.005610932727,2928.82247205312,463.23503759637526,600.559651626123,-4.769332671100878,-1.7643312115892211,-0.013500765585335417,0.38642627637309657,1942.2429286777642,2145.0460251046024,366.199203187251,397.38978494623655,2053.0,1811.0,334.0,280.0,0.02652591690350521,0.049372384937238493,0.11155378486055777,0.1586021505376344,0.05562322371092164,0.09623430962343096,0.23392145702902675,0.30913978494623656,0.13208823927459737,0.1899581589958159,0.5480933409220262,0.6102150537634409,0.28694333265770133,0.31742416275825325,0.7748058665670046,0.7715313433701737,ArQ,1,0.8730300808945002,213.61578702926636,classes,XGBoostCox,16,8584,2024-11-28 21:41:36,,True
2,0.4250025692592619,10.0,2.124077272342023,8.79336262027036,0.371137172659469,4120146.280010827,7200384.69874477,451759.20204894705,491268.0994623656,2029.814346192978,2683.3532564209227,672.1303460259379,700.9052000537346,-3.4239402377558257,-1.3203830343757206,-1.1336750927032733,0.164256485935955,1671.5085938557315,1908.594979079498,584.4678429140581,520.5779569892474,1377.0,1336.0,540.0,424.0,0.004466098254161592,0.024267782426778243,0.018782014797951052,0.07795698924731183,0.014210312626877792,0.055230125523012555,0.05976095617529881,0.1774193548387097,0.05697658681824334,0.1297071129707113,0.22709163346613545,0.4032258064516129,0.27407140649463824,0.33307043556901594,0.6493643297984438,0.6966974153685493,ArQ,1,0.8730300808945002,213.61578702926636,classes,XGBoostCox,16,8584,2024-11-28 21:41:36,,False
3,0.6737628350766182,8.0,5.631029301612942,1.4898306920928144,2.0612047419403,1468468.1730951415,3999755.4518828453,671714.0187820148,1165515.5940860214,1211.803685872898,1999.9388620362486,819.5816120326364,1079.590475173814,-0.576743881725071,-0.2889540046129315,-2.1725296680055624,-0.9827709134053293,1055.4409257003654,1420.2853556485356,678.2225384177575,760.5672043010753,992.0,1048.0,585.0,553.5,0.00243605359317905,0.011715481171548118,0.010244735344336939,0.03763440860215054,0.00987955068344837,0.03430962343096234,0.04154809334092203,0.11021505376344086,0.049939098660170524,0.09539748953974896,0.18952760387023335,0.2903225806451613,0.5,0.5,0.5,0.5,ArQ,1,0.8730300808945002,213.61578702926636,classes,XGBoostCox,16,8584,2024-11-28 21:41:36,,False
4,0.8027371229887813,12.0,3.2028993637765044,6.953993895126209,8.776252607730779,1468468.1730951415,3999755.4518828453,671714.0187820148,1165515.5940860214,1211.803685872898,1999.9388620362486,819.5816120326364,1079.590475173814,-0.576743881725071,-0.2889540046129315,-2.1725296680055624,-0.9827709134053293,1055.4409257003654,1420.2853556485356,678.2225384177575,760.5672043010753,992.0,1048.0,585.0,553.5,0.00243605359317905,0.011715481171548118,0.010244735344336939,0.03763440860215054,0.00987955068344837,0.03430962343096234,0.04154809334092203,0.11021505376344086,0.049939098660170524,0.09539748953974896,0.18952760387023335,0.2903225806451613,0.5,0.5,0.5,0.5,ArQ,1,0.8730300808945002,213.61578702926636,classes,XGBoostCox,16,8584,2024-11-28 21:41:36,,False
0,0.8956605968688088,4.0,0.48664235400553535,1.7813211536892324,8.79361078395119,1661315.7544918999,2096724.6348940914,739316.1675094817,1075017.3162705668,1288.9203833022038,1448.0071252912023,859.8349652750123,1036.8304182799454,-0.474048170618085,-0.26330442896466866,-2.1665738402748023,-1.6930030492674795,1061.862002945508,1162.3851727982162,711.25600505689,822.0877513711151,977.5,890.5,612.0,664.0,0.0017673048600883653,0.0011148272017837235,0.007585335018963337,0.003656307129798903,0.0075110456553755525,0.010033444816053512,0.0316055625790139,0.029250457038391225,0.051399116347569954,0.055741360089186176,0.17825537294563842,0.1316270566727605,0.500120781126538,0.5,0.49965264327264464,0.5,IDPP,1,0.8911725498723208,213.61578702926636,classes,XGBoostCox,16,8584,2024-11-28 21:41:36,,False
1,0.10736336549471959,8.0,9.583106348489968,5.378336321232869,6.949583428109686,6751842.565537555,7053737.657190636,247313.00884955752,578552.2797074955,2598.4307890604964,2655.8873577752947,497.3057498657717,760.6262417952036,-4.990758322204592,-3.249970584970927,-0.059269279638221706,-0.449319029406964,2145.779381443299,2136.7597547380155,417.66624525916563,602.5063985374771,2265.5,1989.0,400.5,506.0,0.017673048600883652,0.017837235228539576,0.07585335018963338,0.05850091407678245,0.0374079528718704,0.042363433667781496,0.15992414664981036,0.13711151736745886,0.104860088365243,0.10367892976588629,0.4329962073324905,0.3290676416819013,0.25845398421422805,0.35528496800240333,0.795061931943693,0.7083361261176723,IDPP,1,0.8911725498723208,213.61578702926636,classes,XGBoostCox,16,8584,2024-11-28 21:41:36,,True
2,0.3223604746960023,10.0,8.362794151783993,0.28105394570749886,7.526428717955178,7954009.600589101,8068399.443143813,261813.20290771176,809522.0822669105,2820.2853757357784,2840.4928169498708,511.6768539886398,899.7344509725692,-6.057414142450556,-3.861317781814731,-0.12137523268147166,-1.0279165767832734,2338.7166421207658,2296.521181716834,455.6061946902655,724.4076782449725,2646.5,2152.5,462.5,591.0,0.01134020618556701,0.013377926421404682,0.048672566371681415,0.043875685557586835,0.02459499263622975,0.030657748049052396,0.10493046776232617,0.09872029250457039,0.0812960235640648,0.0802675585284281,0.32869785082174463,0.2522851919561243,0.24086444033447083,0.36341793669146905,0.7798174536350801,0.6867802994758503,IDPP,1,0.8911725498723208,213.61578702926636,classes,XGBoostCox,16,8584,2024-11-28 21:41:36,,False
3,0.9889724780174297,10.0,2.8763955214376113,7.913865351669736,1.1219374651186562,2760820.2839469807,3496466.2017837237,599651.896965866,762696.1078610603,1661.571630699977,1869.8840075747275,774.371937098618,873.3247436441156,-1.4496138545330282,-1.106667306201496,-1.5683761476498752,-0.9106138227240663,1262.300441826215,1450.6410256410256,662.4721871049304,703.946983546618,999.5,1017.0,590.0,600.0,0.0029455081001472753,0.0039018952062430325,0.012642225031605562,0.012797074954296161,0.010456553755522827,0.016164994425863992,0.04424778761061947,0.04936014625228519,0.05228276877761414,0.06243032329988852,0.19785082174462706,0.18281535648994515,0.40408864952634,0.38077233347659534,0.5544049475123175,0.6202595278630508,IDPP,1,0.8911725498723208,213.61578702926636,classes,XGBoostCox,16,8584,2024-11-28 21:41:36,,False
4,0.4534145909141461,12.0,3.006780068899427,2.948975852004853,1.3872828639709491,4619101.924889543,4978946.953177257,544718.462073325,595330.6691042047,2149.2096046894876,2231.355407185789,738.0504468349876,771.5767422001552,-3.0984254341007658,-1.9998816405601518,-1.333090101528168,-0.491350216368573,1682.3555228276878,1711.9297658862877,654.8489254108723,606.3327239488117,1221.0,1148.0,601.0,537.0,0.0017673048600883653,0.015050167224080268,0.007585335018963337,0.04936014625228519,0.008100147275405008,0.032329988851727984,0.03413400758533502,0.10237659963436929,0.04992636229749632,0.0947603121516165,0.18331226295828065,0.2870201096892139,0.26491744596976563,0.37318577140984105,0.5965355568432477,0.663934206469429,IDPP,1,0.8911725498723208,213.61578702926636,classes,XGBoostCox,16,8584,2024-11-28 21:41:36,,False
0,0.0291732882915941,10.0,2.1951183484005847,2.7289119277850395,4.966574276875349,6622652.650050184,4397349.802144772,354758.65723612625,131542.20826446282,2573.45150528433,2096.9858850609303,595.6161996085451,362.6874801595208,-1.9427874377314018,-5.304293743905762,0.254081265204539,-0.08870639763609245,1957.9401137504183,1810.8545129579982,426.22633297062026,290.3801652892562,1684.0,1952.0,358.0,248.0,0.026430244228839078,0.03842716711349419,0.08596300326441784,0.17768595041322313,0.06457009033121446,0.0775692582663092,0.2100108813928183,0.3586776859504132,0.15791234526597525,0.14995531724754244,0.5038084874863983,0.6917355371900826,0.29477063042611945,0.3036557800232721,0.8002920743686354,0.7470460722408796,PROACT,1,0.8238018075912787,213.61578702926636,classes,XGBoostCox,16,8584,2024-11-28 21:41:36,,False
1,0.06282891966590957,8.0,1.5526128915675206,5.934124815342514,7.027607764207218,7277014.998327199,5077494.651117069,343288.0174102285,172049.1520661157,2697.5942983197456,2253.3296809648314,585.9078574402536,414.788080911344,-2.2335545064556586,-6.279388541739317,0.27819953539105935,-0.42396128994322724,2043.2298427567748,1944.5949955317249,435.2600652883569,332.5289256198347,1688.0,2091.0,376.0,282.5,0.027099364335898293,0.03199285075960679,0.088139281828074,0.14793388429752066,0.061224489795918366,0.06470062555853441,0.19804134929270947,0.2991735537190083,0.15021746403479425,0.1352993744414656,0.47878128400435255,0.6223140495867768,0.2992946506753438,0.30319980277225217,0.7950295158825819,0.7453450149304387,PROACT,1,0.8238018075912787,213.61578702926636,classes,XGBoostCox,16,8584,2024-11-28 21:41:36,,True
2,0.11131108453954758,8.0,6.974561561504676,4.200374768316336,0.5945392435662629,7726339.479089997,5703529.751206434,369302.57671381935,260948.9132231405,2779.6293780088736,2388.2063879000143,607.7027042179583,510.83158988373117,-2.4332126355051904,-7.176908489557393,0.22350108965565274,-1.159738345817094,2100.447306791569,2044.860053619303,483.455930359086,410.91157024793387,1686.0,2117.0,437.0,346.0,0.015389762462361994,0.02198391420911528,0.05005440696409141,0.10165289256198347,0.04115088658414185,0.0484361036639857,0.13166485310119697,0.22396694214876034,0.11776513884242222,0.11474530831099196,0.36887921653971706,0.5223140495867769,0.28356933459762185,0.3032015294743247,0.7970557669858684,0.7435071066698417,PROACT,1,0.8238018075912787,213.61578702926636,classes,XGBoostCox,16,8584,2024-11-28 21:41:36,,False
3,0.5405374418563564,10.0,5.1974022093772545,9.451488084309052,5.906894900969729,7231560.644697223,4789538.112243074,403399.5571273123,218934.8214876033,2689.1561212947868,2188.5013393285994,635.1374316849168,467.9047141113277,-2.213356783893313,-5.866557475706169,0.15180847279739873,-0.8120095744451881,2022.0806289729007,1868.4300268096515,498.1207834602829,388.53719008264466,1554.0,1901.0,448.0,350.0,0.015724322515891603,0.02448614834673816,0.051142546245919476,0.11322314049586776,0.04382736701237872,0.04950848972296693,0.14145810663764963,0.22892561983471074,0.11743057878889261,0.1161751563896336,0.36996735582154516,0.5264462809917355,0.29362853707888875,0.3120493107740773,0.7726849962511982,0.7303789950213624,PROACT,1,0.8238018075912787,213.61578702926636,classes,XGBoostCox,16,8584,2024-11-28 21:41:36,,False
4,0.9043678961350047,4.0,1.4788358377825097,8.093173758224285,4.037000686156782,5176011.597189696,2884616.8398570153,689312.9912948858,313304.4305785124,2275.0849648287194,1698.4159796283757,830.248752660843,559.7360365194584,-1.2999699230257025,-3.1355527113640065,-0.4493556784507866,-1.5930577149259357,1681.7551020408164,1470.356925826631,651.8661588683351,483.1793388429752,1200.0,1462.0,554.0,453.0,0.008698561391769822,0.012332439678284183,0.028291621327529923,0.05702479338842975,0.026764804282368684,0.026630920464700624,0.08378672470076169,0.1231404958677686,0.08330545332887253,0.08418230563002681,0.250272034820457,0.36363636363636365,0.3021426598577877,0.32385330194999024,0.6999440052388319,0.6846488815171844,PROACT,1,0.8238018075912787,213.61578702926636,classes,XGBoostCox,16,8584,2024-11-28 21:41:36,,False
