100,100,100,0
90.7872489188889,90.6526331337744,90.9218647040034,60
94.8580007498269,94.5636155096148,95.1523859900389,90
94.5601296966987,94.1765285569213,94.943730836476,120
97.4932625546327,96.9891439909429,97.9973811183225,150
99.1399466248587,98.607840788895,99.6720524608223,180
97.7091157007833,97.1132700221982,98.3049613793684,210
96.4651553361786,95.9055219782091,97.0247886941481,240
95.0621563254549,94.4727544968205,95.6515581540894,270
93.5182893411973,92.930739611549,94.1058390708455,300
91.8760887640278,91.2740196459562,92.4781578820993,330
90.3697819336307,89.7695048551018,90.9700590121597,360
88.8382844857383,88.2230448319881,89.4535241394885,390
87.2276850134365,86.5906026571759,87.8647673696971,420
85.7299952235388,85.0834337837683,86.3765566633093,450
84.0165640641607,83.3624710238858,84.6706571044356,480
82.4960594072307,81.8244139958884,83.167704818573,510
80.7556271635118,80.0541419513072,81.4571123757164,540
79.2717631768911,78.5543127262884,79.9892136274939,570
77.720033427591,76.9732126786361,78.4668541765458,600
76.2546749067859,75.4662341468762,77.0431156666955,630
75.1882491735076,74.3802297128185,75.9962686341968,660
73.9211872920307,73.0738782915943,74.7684962924671,690
73.1152920608172,72.2384648687439,73.9921192528906,720
72.5475204879783,71.6391511611473,73.4558898148093,750
72.2420331098473,71.3213702137813,73.1626960059133,780
71.5049403467698,70.5541807451035,72.4556999484361,810
71.8177011102658,70.8673856665117,72.7680165540198,840
71.9183225913099,70.9660225419785,72.8706226406414,870
71.1916849312398,70.2140953515797,72.1692745109,900
71.0739940734218,70.0770772266421,72.0709109202014,930
72.0133139999735,71.0126451305336,73.0139828694134,960
71.9211641767907,70.8824471304859,72.9598812230955,990
72.1555860847407,71.0885097491014,73.22266242038,1020
73.7254734248561,72.6443377845474,74.8066090651647,1050
73.6690731750318,72.5858011865937,74.75234516347,1080
